"name","screen_name","text","polarity","subjectivity","label"
"Outlook Magazine","Outlookindia","Economist #RajivKumar is New Vice Chairman of #NITIAayog https://t.co/YAihWYrrDd https://t.co/0JOgPhAzfU","0.14","0.45","POSITIVE"
"Wasim Shaikh","skwaseem18","RT @BORN4WIN: Who elected as 13th Vice-President of India
- #VenkaiahNaidu

The new Vice-Chairman of #NitiAayog
- #RajivKumar

#VicePreside…","0.07","0.23","POSITIVE"
"Sameer","sameermanc","@FinMinIndia @PMOIndia Time to end the worst subsidy of all: kerosene: https://t.co/yrpBidZzV7 @NITIAayog","-1.00","1.00","NEGATIVE"
"Samvardhanam","Samvardhnam","@RajivKumar1 Congratulations Chief, Good Luck.
#NitiAayog 
#Samvardhanam","0.70","0.60","POSITIVE"
"Ramanand","ramanandnand1","Congratulations sir for your appointment as a chairman! I am sure you will take new new heights to @NITIAayog. https://t.co/dClbCCaxDG","0.26","0.60","POSITIVE"
"Rajesh Tandon","RTandon_PRIA","Congratulations @RajivKumar1 Look forward to enabling civil society contributions to @NITIAayog @PRIA_India @vani_info @DAperspectives","0.00","0.00","NEGATIVE"
"Sukanya","kanyanatarajan","@RajivKumar1 @NITIAayog @PMOIndia Many congratulations Sir","0.50","0.50","POSITIVE"
"Dalip Gautam","DalipGautam2","RT @siddharthjourno: Congratulations to @RajivKumar1 on becoming the New Vice Chairman of @NITIAayog","0.29","0.65","POSITIVE"
"Ramchandra","Ramchan88686945","RT @airnewsalerts: Economist Rajiv Kumar to be the new Vice Chairman of @NITIAayog. https://t.co/Dxq9cx3fzQ","0.14","0.45","POSITIVE"
"Sulabh Krishnan","KrishnanSulabh","RT @NITIAayog: We need to use evidence intensely, set goals, have an incentive system &amp; measure indicators rigorously to better nutrition s…","0.35","0.75","POSITIVE"
"ASHWANI KUMAR GOYAL","18AKGOYAL","RT @FinancialXpress: #RajivKumar named to be new vice-chairman of @NITIAayog, will replace Arvind Panagariya https://t.co/XuQEO85X7N https:…","0.14","0.45","POSITIVE"
"Shibbu Kumar","ShibbuKumar16","RT @bsindia: Why Arvind Panagriya's exit from NITI Aayog is a bad sign #NitiAayog #arvindpanagariya

https://t.co/08UANLXbux https://t.co/Y…","-0.70","0.67","NEGATIVE"
"Rïðđhį Đwívědí❤","iriddhidwivedi","@AMISHDEVGAN @RajivKumar1 @NITIAayog Surely😊😊","0.00","0.00","NEGATIVE"
"Soumya Kumar","saumyastweet","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"Rïðđhį Đwívědí❤","iriddhidwivedi","RT @AMISHDEVGAN: Congratulations to @RajivKumar1 Made In India #Economist ,I am sure he will give new heights to @NITIAayog https://t.co/ap…","0.32","0.67","POSITIVE"
"Rachna Burman","rachnaburman","Congratulations &amp; looking forward to @NITIAayog becoming policy- making tour de force @RajivKumar1 @PMOIndia https://t.co/t7jNVFEkIT","0.45","0.85","POSITIVE"
"Divyesh Mundra","Mundra08","RT @IasAlok: Great to have Dr Vinod Paul @NITIAayog . Will strengthen the health nutrition initiatives and give it greater sense of purpose…","0.65","0.63","POSITIVE"
"Alok","IasAlok","Great to have Dr Vinod Paul @NITIAayog . Will strengthen the health nutrition initiatives and give it greater sense… https://t.co/Po3fWQJwfH","0.65","0.63","POSITIVE"
"Caring.For.India","kikumbhar","RT @Mundra08: Dr. Vinod Paul-new member of @NITIAayog.Previous positns=HOD pediatrics (AIIMS Delhi),Member of HLEG UHC (2011),visiting Prof…","0.00","0.00","NEGATIVE"
"Kirti Mishra","kirtimishra1","@RajivKumar1 @NITIAayog @PMOIndia Congratulations! One request. No predecessor has given any importance to… https://t.co/4J2EUvv2zj","0.00","0.00","NEGATIVE"
"Harinder Sidhu","AusHCIndia","Warmest congratulations to @RajivKumar1 on your appointment as Vice-Chair of @NITIAayog - look fwd to working w you in your new role.","0.14","0.45","POSITIVE"
"Suyog Mandloi","suyogmandloi","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"S Vijay","vjsall","RT @HumTum_V: @IndianExpress Why a economist need to lead @NITIAayog?

why not appoint @yogrishiramdev ?

He may bring Only Transaction Tax…","0.00","1.00","NEGATIVE"
"AMISH DEVGAN","AMISHDEVGAN","Congratulations to @RajivKumar1 Made In India #Economist ,I am sure he will give new heights to @NITIAayog https://t.co/aptBYaH8pC","0.32","0.67","POSITIVE"
"Raghvendra","Raghven16757686","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"Saurav Shekhar","SauravShekhar23","RT @DDNewsLive: #NitiAayog: Economist Rajiv Kumar to be the new Vice-Chairman of @NITIAayog https://t.co/yrsAzqLbpS","0.14","0.45","POSITIVE"
"AMISH DEVGAN","AMISHDEVGAN","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"Divyesh Mundra","Mundra08","@NITIAayog @thePHFI @epigiri @AnantBhan @ShamikaRavi @IasAlok @kikumbhar @over2shailaja @abantika77 @deystrix… https://t.co/DnZQH4scV0","0.00","0.00","NEGATIVE"
"Gaia Smart Cities","GaiaSmartCities","RT @NITIAayog: Create student innovators in 6 months w/ Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https://…","0.00","0.00","NEGATIVE"
"Udayan Bose","boseudayan","@freakindia @RajivKumar1 @NITIAayog I really hope much more thrust is put on real privatisation as opposed to 10 or… https://t.co/6N7kLMNgG6","0.30","0.33","POSITIVE"
"Dr Giridhar R Babu","epigiri","RT @Mundra08: Dr. Vinod Paul-new member of @NITIAayog.Previous positns=HOD pediatrics (AIIMS Delhi),Member of HLEG UHC (2011),visiting Prof…","0.00","0.00","NEGATIVE"
"Divyesh Mundra","Mundra08","Dr. Vinod Paul-new member of @NITIAayog.Previous positns=HOD pediatrics (AIIMS Delhi),Member of HLEG UHC (2011),vis… https://t.co/00NrbH4vA5","0.00","0.00","NEGATIVE"
"Ashish kumar singh","tracyashish","RT @FinancialXpress: #RajivKumar to be new #ViceChairman of #NITIAayog
https://t.co/tfNpOTSobg https://t.co/Gv6iiIBsBB","0.14","0.45","POSITIVE"
"HMDA Media Watch","HydWatch","@sureshpprabhu @NITIAayog @bibekdebroy @PMOIndia @ndtv  @NewIndianXpress in this Digital Era Is there No RealTime s… https://t.co/IYgG5zLGLn","0.00","0.00","NEGATIVE"
"Sandeep Verma","Sandeep_1966","It will be impossible to stop Indian juggernaut https://t.co/SYaiKxxu3H","-0.67","1.00","NEGATIVE"
"Akash Gupta","AkashGu12554322","RT @timesofindia: #BREAKING | Dr. Rajiv Kumar to be the new @NITIAayog Vice-Chairman: Times Now","0.14","0.45","POSITIVE"
"Ashish kumar singh","tracyashish","RT @FinancialXpress: #RajivKumar named to be new vice-chairman of @NITIAayog, will replace Arvind Panagariya https://t.co/XuQEO85X7N https:…","0.14","0.45","POSITIVE"
"Hariom Bhanwariya","Hariom525","RT @Micky27Sa: @AshaLamba @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk @MeitY_NICS…","0.00","0.00","NEGATIVE"
"Ranjan kumar giri","rj_ranjangiri","@ndtv @NITIAayog Many congratulations @RajivKumar1","0.50","0.50","POSITIVE"
"Baahubali Pragnik","_Pragnik","RT @sankrant: New #NitiAayog chair. 🙏 https://t.co/7Ny4ZhDdA3","0.14","0.45","POSITIVE"
"Baahubali Pragnik","_Pragnik","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"Kiran Chada","moneybizines","RT @FinancialXpress: #RajivKumar named to be new vice-chairman of @NITIAayog, will replace Arvind Panagariya https://t.co/XuQEO85X7N https:…","0.14","0.45","POSITIVE"
"Financial Express","FinancialXpress","#RajivKumar named to be new vice-chairman of @NITIAayog, will replace Arvind Panagariya https://t.co/XuQEO85X7N https://t.co/ioIndkVVL1","0.14","0.45","POSITIVE"
"Anurag Yadav","Anuragrby","RT @sankrant: New #NitiAayog chair. 🙏 https://t.co/7Ny4ZhDdA3","0.14","0.45","POSITIVE"
"Sanjit Ghosh","Micky27Sa","@AshaLamba @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk… https://t.co/TxmOXhQ5Ov","0.00","0.00","NEGATIVE"
"Sanjit Ghosh","Micky27Sa","RT @AshaLamba: @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk @MeitY_NICSI @RajGovOf…","0.00","0.00","NEGATIVE"
"Explore Everything","everythingexpl1","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"teja","drtejams","RT @sankrant: New #NitiAayog chair. 🙏 https://t.co/7Ny4ZhDdA3","0.14","0.45","POSITIVE"
"પ્રયાગ ગાંધી","prayag","RT @tiw_ash: Leading #economist  Rajiv Kumar to be new #NitiAayog Vice-Chairman. Congrats @RajivKumar1 #TransformingIndia 
https://t.co/6Hb…","0.14","0.45","POSITIVE"
"Nitin Bhatnagar","nitinbhatnagaar","RT @alok_awaaz: Congratulations @RajivKumar1 the new Vice chairman of #NITIAayog Hope to see a sparkling tenure. @CNBC_Awaaz @NITIAayog","0.14","0.45","POSITIVE"
"Ashutosh Tiwari","tiw_ash","Leading #economist  Rajiv Kumar to be new #NitiAayog Vice-Chairman. Congrats @RajivKumar1 #TransformingIndia 
https://t.co/6HbRlM6ehV","0.14","0.45","POSITIVE"
"खोटा_सिक्का™ 💦","GK_INDIA33","Wish you all the best @RajivKumar1 for your appointment as VC of @NITIAayog 
You're a few, who dsnt follow the Govt… https://t.co/Tip0RPdfVo","0.40","0.20","POSITIVE"
"Dhruv Bhimrajka","dhruvbhim","RT @NITIAayog: Create student innovators in 6 months w/ Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https://…","0.00","0.00","NEGATIVE"
"Dhruv Bhimrajka","dhruvbhim","RT @NITIAayog: #NewsFromNITI: After the 5th Regional Workshop in Guwahati, School Education Quality Index Baseline ranking to be out soon!…","0.00","0.00","NEGATIVE"
"Dhruv Bhimrajka","dhruvbhim","RT @NITIAayog: We need to use evidence intensely, set goals, have an incentive system &amp; measure indicators rigorously to better nutrition s…","0.35","0.75","POSITIVE"
"Sarika Sabharwal","SarikaSabharwal","RT @szarabi: Many congratulations @RajivKumar1 for being appointed new VC of @NITIAayog 
Extremely capable, talented and rigorous in approa…","0.38","0.56","POSITIVE"
"Hazra","freakindia","Much required change @RajivKumar1 . Confident you will infuse the required life into @NITIAayog . https://t.co/iEikFkMwQr","0.35","0.52","POSITIVE"
"Rajan Medhekar","Rajan_Medhekar","Economist #RajivKumar is Niti's new VC - @toi  https://t.co/wWMlpwOatc
@NITIAayog","0.14","0.45","POSITIVE"
"Sarith Reddy M","iamdchange01","@RajivKumar1 @NITIAyog @PMOIndia Al d v bes @RajivKumar1 sir..@NITIAayog","0.00","0.00","NEGATIVE"
"Ishan Tewari","ishantewari","All the best @RajivKumar1 Am sure @NITIAayog will sore newer heights under your able guidance and leadership","0.67","0.60","POSITIVE"
"Vikram Garg","ToVgarg","@NITIAayog @amitabhk87 @APanagariya @bibekdebroy @PIB_India @DDNewsLive @narendramodi @IasAlok @JPNadda We must pub… https://t.co/q4kxS5sjKv","0.00","0.00","NEGATIVE"
"Amitabh Kant","amitabhk87","RT @NITIAayog: We need to use evidence intensely, set goals, have an incentive system &amp; measure indicators rigorously to better nutrition s…","0.35","0.75","POSITIVE"
"Amitabh Kant","amitabhk87","RT @NITIAayog: #NewsFromNITI: After the 5th Regional Workshop in Guwahati, School Education Quality Index Baseline ranking to be out soon!…","0.00","0.00","NEGATIVE"
"Amitabh Kant","amitabhk87","RT @NITIAayog: Create student innovators in 6 months w/ Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https://…","0.00","0.00","NEGATIVE"
"Udaya Kumar","kumareuday","RT @sankrant: New #NitiAayog chair. 🙏 https://t.co/7Ny4ZhDdA3","0.14","0.45","POSITIVE"
"Naresh Kumar","nareshkumarbjp","Congratulations @RajivKumar1 ji becoming vice chairman @NITIAayog","0.45","0.85","POSITIVE"
"Natasha T.D. Samani","natashasamani","RT @htTweets: Economist Rajiv Kumar becomes new vice chairman of @NITIAayog https://t.co/hW0SJsfA6F https://t.co/bU9WaR4X4C","0.14","0.45","POSITIVE"
"Vikram Johri","VikramJohri","RT @vdehejia: Hearty Congratulations @RajivKumar1 on your selection to succeed @APanagariya to head @NITIAayog        Best of luck in your…","1.00","0.30","POSITIVE"
"LocalCircles","LocalCircles","RT @sachintaparia: Congratulations! Hope you will take steps so @NITIAayog listens to collective citizenry on policy making. Happy to enabl…","0.80","1.00","POSITIVE"
"paul","paulpur","@RajivKumar1 @NITIAayog @PMOIndia Congratulations","0.00","0.00","NEGATIVE"
"Manu Deep","deepmanu","@RajivKumar1 @NITIAayog @PMOIndia Many congrats Rajiv Sir.","0.50","0.50","POSITIVE"
"Newsd","GetNewsd","Renowned economist Rajiv Kumar to be new vice chairman of @NITIAayog , will be replacing Arvind Panagariya. https://t.co/m8RIzfmgLb","0.14","0.45","POSITIVE"
"Gaurav Mittal","gauravsahaj","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"Anunaya Jha","anunaya_j","RT @htTweets: Economist Rajiv Kumar becomes new vice chairman of @NITIAayog https://t.co/hW0SJsfA6F https://t.co/bU9WaR4X4C","0.14","0.45","POSITIVE"
"Kalashnikov","Ashish007Biswal","RT @sankrant: New #NitiAayog chair. 🙏 https://t.co/7Ny4ZhDdA3","0.14","0.45","POSITIVE"
"akash futane","futaneakash","RT @airnewsalerts: Economist Rajiv Kumar to be the new Vice Chairman of @NITIAayog. https://t.co/Dxq9cx3fzQ","0.14","0.45","POSITIVE"
"Punithkumar M","punithkumar_m","RT @DDNewsLive: #NitiAayog: Economist Rajiv Kumar to be the new Vice-Chairman of @NITIAayog https://t.co/yrsAzqLbpS","0.14","0.45","POSITIVE"
"Takrar","proftakar","RT @sankrant: New #NitiAayog chair. 🙏 https://t.co/7Ny4ZhDdA3","0.14","0.45","POSITIVE"
"RAJEEV 🇮🇳NAMOCHAI","RAJIV1959","RT @deeepakkher: That's real quick from a Govt not known to fill up posts in a hurry. Economist Rajiv Kumar is #NITIAayog vice-chief https:…","0.50","0.75","POSITIVE"
"RAJEEV 🇮🇳NAMOCHAI","RAJIV1959","RT @airnewsalerts: Economist Rajiv Kumar to be the new Vice Chairman of @NITIAayog. https://t.co/Dxq9cx3fzQ","0.14","0.45","POSITIVE"
"Sachin Taparia","sachintaparia","Congratulations! Hope you will take steps so @NITIAayog listens to collective citizenry on policy making. Happy to… https://t.co/3d3HFflzYY","0.80","1.00","POSITIVE"
"PATHFINDERS CLUB","hi_pathfinders","@NITIAayog Sir, Happy Independence day ! Please Share this Patriotic audio video dedicated2 Indian Armed Forces@ https://t.co/zvZPyg1n5h","1.00","1.00","POSITIVE"
"Sumit Kumar Jha","sumit1404","RT @ARanganathan72: @NITIAayog 3 years late, but one hopes Prof Paul would be given a free reign to tackle our HORRIFIC state of health car…","-0.30","0.80","NEGATIVE"
"Sumit Kumar Jha","sumit1404","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"Varun Vijay","varun18vijay","RT @EconomicTimes: .@NITIAayog vice-chief #ArvindPanagariya's exit a bad signal  
https://t.co/OE9F5WmMlU","-0.70","0.67","NEGATIVE"
"anurag`","anuuragj","RT @ARanganathan72: @NITIAayog Prof VK Paul is also one of the authors of this landmark HAQ study. For more info on HAQ, see tweets above.…","0.50","0.50","POSITIVE"
"anurag`","anuuragj","RT @ARanganathan72: @NITIAayog Prof Paul has made remarkable scientific &amp; medical contributions towards neonatal research &amp; policy. India e…","0.38","0.38","POSITIVE"
"Manita Deo Kapoor","manita_kapoor","RT @htTweets: Economist Rajiv Kumar becomes new vice chairman of @NITIAayog https://t.co/hW0SJsfA6F https://t.co/bU9WaR4X4C","0.14","0.45","POSITIVE"
"sic","kimvie","RT @ARanganathan72: @NITIAayog 3 years late, but one hopes Prof Paul would be given a free reign to tackle our HORRIFIC state of health car…","-0.30","0.80","NEGATIVE"
"BDbot","BDeshbot","RT @ARanganathan72: @NITIAayog 3 years late, but one hopes Prof Paul would be given a free reign to tackle our HORRIFIC state of health car…","-0.30","0.80","NEGATIVE"
"কেতেকী চৰাই","Oushinar","RT @airnewsalerts: Economist Rajiv Kumar to be the new Vice Chairman of @NITIAayog. https://t.co/Dxq9cx3fzQ","0.14","0.45","POSITIVE"
"Anil Agrawat","HariyaneKaChora","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"NewsMobile","NewsMobileIndia","Economist @RajivKumar1 replaces Arving Panagariya as the vice chairman of @NITIAayog 
https://t.co/gvX9YAMA64","0.00","0.00","NEGATIVE"
"Govind Singh Rathore","rathoregs726","RT @RamnaraynDas: @AshaLamba @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk @MeitY_N…","0.00","0.00","NEGATIVE"
"Deepak Kher","deeepakkher","That's real quick from a Govt not known to fill up posts in a hurry. Economist Rajiv Kumar is #NITIAayog vice-chief https://t.co/zVCmX2AjqF","0.50","0.75","POSITIVE"
"Govind Singh Rathore","GSR2551959","RT @RamnaraynDas: @AshaLamba @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk @MeitY_N…","0.00","0.00","NEGATIVE"
"Ram Narayan Das","RamnaraynDas","@AshaLamba @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk… https://t.co/kxd6ic0Ntf","0.00","0.00","NEGATIVE"
"Govind Singh Rathore","rathoregs726","RT @AshaLamba: @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk @MeitY_NICSI @RajGovOf…","0.00","0.00","NEGATIVE"
"Ram Narayan Das","RamnaraynDas","RT @AshaLamba: @ppchaudharyMoS @narendramodi @rashtrapatibhvn @PIB_India @mygovindia @cdacindia @NITIAayog @elonmusk @MeitY_NICSI @RajGovOf…","0.00","0.00","NEGATIVE"
"Dinesh 🌐","dkpatel_in","Many congratulations @RajivKumar1 being appointed as vice chairman of @NITIAayog https://t.co/wdyuj8Vajy","0.50","0.50","POSITIVE"
"UDAY","udayshende","@PMOIndia @FinMinIndia @NITIAayog @adhia03 Hope u will take note of this https://t.co/pKQQQJipKp","0.00","0.00","NEGATIVE"
"Vivek AS 🇮🇳","vivekas","RT @RajivKumar1: Thank you for the wishes. Will strive to do my best @NITIAayog @PMOIndia","1.00","0.30","POSITIVE"
"New India","Synergyspeak","Economist Rajiv Kumar appointed #NITIAayog Vice Chairman https://t.co/aRdqkN6DiO","0.00","0.00","NEGATIVE"
"Raju Arora","rajuaroraxo","RT @theRohitBansal: Heartiest 👍 to Prof @RajivKumar1 for being chosen as vice chair @NITIAayog. @PMOIndia couldn't have chosen better.  Spe…","0.50","0.50","POSITIVE"
"सञ्जयः","sanjaysaxena007","RT @sankrant: New #NitiAayog chair. 🙏 https://t.co/7Ny4ZhDdA3","0.14","0.45","POSITIVE"
"Atul Kumar","atultech","@TheOfficialSBI Minimum you could do today was to help a sister who lost her brother but u have been heartless… https://t.co/0p8vOzlfyi","0.00","0.00","NEGATIVE"
"Gaurav Dhir","shivadhir20081","RT @siddharthjourno: Congratulations to @RajivKumar1 on becoming the New Vice Chairman of @NITIAayog","0.29","0.65","POSITIVE"
"Ram Kumar Dhandhi","sahilnarwana","RT @airnewsalerts: Economist Rajiv Kumar to be the new Vice Chairman of @NITIAayog. https://t.co/Dxq9cx3fzQ","0.14","0.45","POSITIVE"
"JP Shukla","jpshuklaji","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"Parth Parikh","ParthPa07241800","RT @NITIAayog: NITI Aayog Vice Chairman Dr. @APanagariya w/ Textile Minister @smritiirani at the Mid-Term Review of Foriegn Trade Policy, 2…","0.00","0.00","NEGATIVE"
"Parth Parikh","ParthPa07241800","RT @NITIAayog: Chief Minister of Chattisgarh, @drramansingh, meets Vice Chairman Dr.@APanagariya at NITI Aayog today #CooperativeFederalism…","0.00","0.00","NEGATIVE"
"Parth Parikh","ParthPa07241800","RT @FinancialXpress: Can’t have a 7 to 7.75 pct growth without job creation: @NITIAayog Vice Chairman Dr @APanagariya https://t.co/zqZYW41J…","0.00","0.00","NEGATIVE"
"Parth Parikh","ParthPa07241800","RT @NITIAayog: #NewsfromNITI: Workshop on 'Leveraging Data for Smart Governance' w/ Singapore Smart Nation Digital Govt Group Office today.…","0.14","0.43","POSITIVE"
"Parth Parikh","ParthPa07241800","RT @NITIAayog: Create student innovators in 6 months with Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https:…","0.00","0.00","NEGATIVE"
"Parth Parikh","ParthPa07241800","RT @NITIAayog: NITI holds its 5th regional workshop on School Education Quality Index for 8 States in Guwahati, focusing on learning outcom…","0.00","0.00","NEGATIVE"
"Parth Parikh","ParthPa07241800","RT @NITIAayog: #NewsFromNITI: After the 5th Regional Workshop in Guwahati, School Education Quality Index Baseline ranking to be out soon!…","0.00","0.00","NEGATIVE"
"Parth Parikh","ParthPa07241800","RT @NITIAayog: Create student innovators in 6 months w/ Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https://…","0.00","0.00","NEGATIVE"
"Arunkumar Oinam","ak_oinam","RT @timesofindia: #BREAKING | Dr. Rajiv Kumar to be the new @NITIAayog Vice-Chairman: Times Now","0.14","0.45","POSITIVE"
"Sadchit Rajapurkar","sadchit","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"Suman","ssur2007","@NITIAayog is a pro corporate outfit
https://t.co/RdZ0f9Zc0i","0.00","0.00","NEGATIVE"
"KK Natarajan","kknatarajan","@Startup_Kar @PriyankKharge @Gaurav_Gupta67 @SalmaFahimIAS @NITIAayog @Bengaluruitebiz @ITBTSec_GoK @GoI_MeitY Very… https://t.co/OQrrGRfgHt","0.00","0.00","NEGATIVE"
"Ayushee","ayushee_17","RT @BloombergQuint: Economist Rajiv Kumar is new Vice Chairman of @NITIAayog.
https://t.co/TG6pYYWz4q https://t.co/xL1rqrGMWi","0.14","0.45","POSITIVE"
"Kalyan Chilukuri","ChilukuriKalyan","Oh yes, that's called evidence based work! That's how we know our mistakes and progress! https://t.co/37j6Kjx66V","0.00","0.00","NEGATIVE"
"Pravin D Patel","Pravin_D_Patel_","Economist Rajiv Kumar is the new vice-chairman of @NITIAayog. Modi Government Choosing Right People for Right Places
https://t.co/rwLB5lM79S","0.24","0.51","POSITIVE"
"Rakeysh","DigaRakesh","RT @htTweets: Economist Rajiv Kumar becomes new vice chairman of @NITIAayog https://t.co/hW0SJsfA6F https://t.co/bU9WaR4X4C","0.14","0.45","POSITIVE"
"Nikhil Kulkarni","VocabSahab","Congratulations @RajivKumar1 on your new role as #ViceChairman of @NITIAayog - Keep up the good work! Cheers.","0.51","0.53","POSITIVE"
"Vaibhav Varshney","imVVarshney","RT @htTweets: Economist Rajiv Kumar becomes new vice chairman of @NITIAayog https://t.co/hW0SJsfA6F https://t.co/bU9WaR4X4C","0.14","0.45","POSITIVE"
"Niyant Rajapurkar","niyraj","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"Sandeep Kapasi","SandeepKapasi","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"@piyush","bihari_86","@RajivKumar1 @NITIAyog @PMOIndia Welcome sir.We hope that @NITIAayog with reach a new height with ur support. India has found a new hope","0.36","0.60","POSITIVE"
"AbhIpada(अभीपद)","basuhan9","RT @sankrant: New #NitiAayog chair. 🙏 https://t.co/7Ny4ZhDdA3","0.14","0.45","POSITIVE"
"Mohit Kabra","KabraMohit","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"jaykrishna nair","jk16online","Economist #RajivKumar  appointed #NitiAayog Vice Chairman","0.00","0.00","NEGATIVE"
"Reema Suri","reemasuri2017","RT @lindanewmai: Congratulations to the new Vice Chairman of @NITIAayog Rajiv Kumar https://t.co/XDEOv3zCPA","0.14","0.45","POSITIVE"
"Payal Yadav","CuckooChic__","RT @CatchNews: Economist #RajivKumar is new #ViceChairman of @NITIAayog
https://t.co/QDXFg6VxyL #NitiAayog","0.14","0.45","POSITIVE"
"Payal Yadav","CuckooChic__","RT @gunamoyray: Economist #RajivKumar appointed as new vice-chairman of #NITIAayog; #VinodPaul selected as additional member https://t.co/b…","0.14","0.45","POSITIVE"
"Payal Yadav","CuckooChic__","RT @airnewsalerts: Economist Rajiv Kumar to be the new Vice Chairman of @NITIAayog. https://t.co/Dxq9cx3fzQ","0.14","0.45","POSITIVE"
"Vivek","i_Chanakya","@secular_arrow @ARanganathan72 @NITIAayog Guess U meant, what use it is to hv expectations from the Grand Old Party… https://t.co/7enLWNaRKW","0.30","0.60","POSITIVE"
"ReTwEtR","treebeard31","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"I M Nandy","IndianWitchHunt","RT @ARanganathan72: Exceptional appointment by @NITIAayog, of Prof Vinod Paul as a member. Exceptional physician and scientist. Kudos. http…","0.67","1.00","POSITIVE"
"Manu Haripad","ManunairHaripad","RT @airnewsalerts: Economist Rajiv Kumar to be the new Vice Chairman of @NITIAayog. https://t.co/Dxq9cx3fzQ","0.14","0.45","POSITIVE"
"Ashishkumarchoudhary","Ashishk63850702","RT @PMOIndia: At the @NITIAayog Governing Council meeting, PM @narendramodi spoke about fulfilling people's aspirations and creating a new…","0.00","0.00","NEGATIVE"
"Som Patel","tosompatel","RT @NITIAayog: NITI holds its 5th regional workshop on School Education Quality Index for 8 States in Guwahati, focusing on learning outcom…","0.00","0.00","NEGATIVE"
"Som Patel","tosompatel","RT @NITIAayog: Ariela Luna, former Vice Minister Social Policies, Peru, talks on budgeting for high impact, low cost interventions to reduc…","0.05","0.23","POSITIVE"
"Som Patel","tosompatel","RT @NITIAayog: We need to use evidence intensely, set goals, have an incentive system &amp; measure indicators rigorously to better nutrition s…","0.35","0.75","POSITIVE"
"Som Patel","tosompatel","RT @NITIAayog: #NewsFromNITI: After the 5th Regional Workshop in Guwahati, School Education Quality Index Baseline ranking to be out soon!…","0.00","0.00","NEGATIVE"
"Som Patel","tosompatel","RT @NITIAayog: Create student innovators in 6 months w/ Atal Tinkering Lab: Integrate ATL in your school curriculum @AIMtoInnovate https://…","0.00","0.00","NEGATIVE"
