"name","screen_name","text","polarity","subjectivity","label"
"John Henry","blackedtech","Education children's schools implementing Place-Based Education Is Widening the issue blocks the world's top teachers aims","0.50","0.50","POSITIVE"
"Lee Ann Farris","leeannmk","RT @decaturisd: ""Meet the Teacher"" a success! Some students even got 2 'meet our superintendent and our asst. superintendent'! Thx teachers…","0.47","0.00","POSITIVE"
"Mrs. Buchanan","mrsblovesdakids","@KIPP @JosephHalm This is inspiring and so refreshing. No exposure teachers of color is tragic. We must change the narrative.","0.08","0.92","POSITIVE"
"Randall  Ratt","Report_the_Rat","Teachers at Philly charter school vote to unionize https://t.co/9h8SINyPfP","0.00","0.00","NEGATIVE"
"Tia Brickey","tdbrickey","RT @ahartness: Can't wait to see what CCS teachers do with flip grid this year! Try something new! #ccsreach17 #ccsasis @flipgrid https://t…","0.17","0.45","POSITIVE"
".","dreaugh","RT @HogwartsLogic: The Hogwarts teachers must have felt so stupid when their traps designed to keep Voldemort from the stone were beaten by…","-0.80","1.00","NEGATIVE"
"Brittany Ray","Tree4Change","RT @Ecet2Maine: Whole school community must be aware of Adverse Childhood Experiences: teachers, food service, custodians, parents - everyo…","0.23","0.33","POSITIVE"
"Randall R Bertram Jr","RRB34Jr","RT @Neudrades: This is one cool girl who loves to read!  This is every teachers dream.  Keep sending us your best parents.  We will take th…","0.72","0.47","POSITIVE"
"Lisa Krohn","KrohnEdu","Great work JC teachers and students... making JC HS learners ready for ""survival in the wild!"" https://t.co/8v4u0eAZ4t","0.38","0.55","POSITIVE"
"MalaysiaUpdate","MlaysiaUpdate","Wanita MCA offers discounted diploma packages for preschool teachers https://t.co/GV8ZE9FEqm","0.10","0.00","POSITIVE"
"IdahoGallery","IdahoGallery","Bee Valance Golden Yellow Honey Bees Back to School Classroom Teachers … https://t.co/zHlSOYjLT2 #IdahoGallery #Bees https://t.co/IAiNjdVUa6","0.10","0.17","POSITIVE"
"Lauren Davis","L_Aldrich","RT @mrscottsgym: Geary County PE teachers ""stretching it out"" during a team building challenge today! #physed #usd475 https://t.co/mdStCsw8…","0.00","0.00","NEGATIVE"
"Freeta Flyaway","LaurelManzola","We could still smoke in stores when I was a teenager...

Doctors and teachers who smoked, kept their cigs visibly in their chest pockets.","0.00","0.00","NEGATIVE"
"Brenda McGrew","brenmcgrew","RT @brucemcgrew: Teachers, Inject hope into your student's lives because ""..hope does not disappoint..."" Romans 5:5 https://t.co/EyeM6cNpnz","0.00","0.00","NEGATIVE"
"I am a Cumslut","hot_cumslut","&gt;&gt; https://t.co/BwmXmrGvTf &lt;&lt; InnocentHigh - Busty Teachers Assistant Gets Pounded #busty #hd #teamskeet #school https://t.co/CSRi1vowKJ","0.00","0.00","NEGATIVE"
"Betty Olson","BettyOlsonBSD","RT @BoiseDirector: #bsdpride #classof2017-18 New to Profession Teachers and their mentors! 👍 https://t.co/vbdc5RTLTe","0.17","0.45","POSITIVE"
"💸⛓Lady Zena⛓💸","LadyZenaRex","@Candy_cock_1 @AdorabIeWorld lol I was that kid who obviously didnt wanna be there but also joked around with teachers a lot","0.40","0.60","POSITIVE"
"Brandi Bowers","BBLovesYA","RT @CiteSomething: LAST DAY! YA hardcover books giveaway for TEACHERS &amp; LIBRARIANS ONLY: RT &amp; follow to enter by 8/10, 9 pm (CT). 1 followe…","0.00","0.53","NEGATIVE"
"Gaurav Bisht","gauravbishtht","RT @HTPunjab: Now Himachal issues dress code for teachers; flying squad to carry out random checks (@gauravbishtht reports)
https://t.co/xe…","-0.50","0.50","NEGATIVE"
"Karen J Green","KarenGreen5","Time to nominate your favorite GT Teachers, administrator, parent advocator! Pls. go to TXGifted website at  https://t.co/4dy74gVQBT","0.63","1.00","POSITIVE"
"Jamie Jaubert","jaubertjamie","Green Elementary Parents!!!! Have you signed up to help? This is a super easy way to support your teachers! They... https://t.co/aO1tw5cBPj","0.35","0.68","POSITIVE"
"Njoki Ngure","NjokiNgure","@robin_muigai @bettywaitherero Remuneration...expecting teachers to be all happy &amp; willing to really 'educate' .All… https://t.co/6klFza8kzV","0.42","0.65","POSITIVE"
"Wilson Middle School","Hamilton_WMS","RT @jsszary: Opening staff mtg complete! Teachers ready for Monday to make an impact on all of the students that walk through the doors of…","0.16","0.45","POSITIVE"
"ASKBiblitz","LeoBiblitz","@VP @sharonf1001 Good luck, brother. Teachers unions and imposed selective diversity has pretty much killed Canada'… https://t.co/y0CUSjenTS","0.25","0.53","POSITIVE"
"Felesha","alcaponella_","RT @FunnyBrawls: teachers fighting... what... how do you even... what the fuck https://t.co/kVpik25Exq","-0.40","0.60","NEGATIVE"
"just another","playschool73","My neice told her teachers she was living with me in my flatat 7.I was the glamour artist aunty @bodyfixers @stephen_bear .They had to check","0.00","0.00","NEGATIVE"
"Christine Ferrell","GoEduoso","Welcome new teachers! T-I-G!!#MassillonCitySchools https://t.co/85mMzIyNuf","0.49","0.68","POSITIVE"
"Keely potter","Kpotter10","RT @TNedu: Explore our new EL-specific literacy document for pre-K through grade 4 teachers, including ESL &amp; special educators: https://t.c…","0.25","0.51","POSITIVE"
"Bruce Arthur","bruce_arthur","@67sound we need to pay teachers more","0.50","0.50","POSITIVE"
"MeLisa","melisathalacker","RT @artofcoaching1: What can/should an instructional coach's schedule look like? https://t.co/ww9bDVSXJB","0.00","0.00","NEGATIVE"
"Zachariah Budd","zachbudd22","I actually don't dislike one of my teachers yet 😂😂😇","0.00","0.10","NEGATIVE"
"Cheryl Wilson, Ed.S","only1clw","I love teachers that pour their hearts into their work. Don't underestimate the power in a creative learning space. https://t.co/1tzwLVXgjM","0.50","0.80","POSITIVE"
"Jaiden Freitas","FreitasJaiden","RT @HReneeOliveira: Me after two days of reading syllabuses, meeting teachers, and telling my ""fav hobby"" or ""special talent"" to classmates…","0.36","0.57","POSITIVE"
"Karen","Teach4SpclNeeds","RT @JonGordon11: Here's a Positive Teacher pledge for all the teachers beginning school soon. Thank you for all you do to make a difference…","0.23","0.55","POSITIVE"
"Ronald Matter","MatterPentaSupt","RT @ryan_rlee: An amazing first day with teachers today. Some fun team building and discussions about #CTE in today's world. Doing our best…","0.38","0.48","POSITIVE"
"Sherry Gilly","gilly_sherry","RISD ELA teachers are awesome!  Great day! https://t.co/Gj1xaJeA05","1.00","0.88","POSITIVE"
"KaosuM","kaosum","@maggiewooster @realDonaldTrump @IvankaTrump Its time teachers actually start caring more about educating the stude… https://t.co/Wz8o8gUDRl","0.25","0.30","POSITIVE"
"Vishal Krishnasami","Avg_Indian","Only teachers that get substitute teachers are the cucks","0.00","1.00","NEGATIVE"
"Tom I","Tom_from_NDG","RT @nationalpost: Alabama judge rules teachers can have sex with their students https://t.co/2jIZ1CsPfR https://t.co/7R3fvGmVkD","0.00","0.00","NEGATIVE"
"elissa mahaffey","ElissaMahaffey","RT @StucoJenks: STUCO MEMBERS! There’s an opportunity to make Points starting next week! Building 5 teachers need help next week Tuesday-Th…","0.00","0.03","NEGATIVE"
"💜DeniseRenee💜","owlgal2143","S/o to all the teachers who've made it thru the first week of school! #locketvibes… https://t.co/jRNYb8iX8P","0.31","0.33","POSITIVE"
"Oladotun","dotun_e","RT @peejay41: Nigerian Teachers whenever your Parents Visit #IssaSnitch https://t.co/BLYT4yZRKX","0.00","0.00","NEGATIVE"
"Betsy Larey","betsylareygolf","@TrackmanMaestro Most people who come for a lesson want more consistency Good teachers gear their lessons to what t… https://t.co/ExNV0gPWuf","0.57","0.53","POSITIVE"
"George Loomis","GeorgeLoomis","RT @mattlogical: @CBJOHNSON143 @DLoesch @RepKathleenRice Dana's psychotic NRA ad depicted LA as an enemy along with teachers and others. Th…","-0.50","1.00","NEGATIVE"
"katie from kaufman","_katie_hayes","RT @KaufmanISD: @kaufman_high 10th-12th gr students: Don't miss schedule pick up &amp; meet your teachers! Welcome Back! #KISDLions https://t.c…","0.40","0.45","POSITIVE"
"Liah Rene","LiahRene1","It's #loveyourbookshopday. Can't imagine life without books...and here's to all those patient teachers who taught u… https://t.co/jrpXjmisWz","0.00","0.00","NEGATIVE"
"Rene Trevino","ReneTrene53","RT @InsideEdition: Authorities say a boy, 7, with autism was captured on school surveillance video being dragged by two teachers. https://t…","0.00","0.00","NEGATIVE"
"Dianne McGowan","DiMcGowan","RT @kchalls: Looking to resurrect #ausflipchat 7-8pm AEST Thurs 17/8 Would love all Australian and NZ #flippedlearning #flipclass teachers…","0.25","0.30","POSITIVE"
"Sarah Garr","garr_s","RT @cultofpedagogy: Why It’s So Hard for Teachers to Take Care of Themselves (and 4 Ways to Start)
https://t.co/nxwjuxZ2UO
#youmatter #time…","-0.29","0.54","NEGATIVE"
"Mrs. Jonesy","jonesy_mrs","RT @JML_MS_Official: JML earns the Excellence in Education award once again! Fantastic work from teachers, students and parents! #jmlpride…","0.50","0.90","POSITIVE"
"KaosuM","kaosum","@maggiewooster @realDonaldTrump @IvankaTrump US teachers are the 2nd most paid in the world back in 2013, yet our e… https://t.co/rWyRc6odR4","0.17","0.17","POSITIVE"
"devdee","devdee1","RT @ashu3page: Moreover the elected govt in Delhi bypassed for hiring 15,000 teachers &amp; recommendation of weightage for experienced guest t…","0.80","0.90","POSITIVE"
"vanya w","VanyaWriter","RT @gladwethoughtof: #teachers #educators #parents Get on the #BacktoSchool tour with Buddy &amp; Oscar First stop #counting #childrensbooks #k…","0.25","0.33","POSITIVE"
"V. Warren","vwarren04","I am ready to Code the WORLD! Teachers... Who's going on the journey with me? #steminstitute #picademy @PerotMuseum https://t.co/s9U5XLWSc7","0.25","0.50","POSITIVE"
"Marko de la Garza","10CommandsofGod","RT @ledrew: There Are Teachers Everywhere!  @EvervilleFans @sharkkteethsolo @abcollar @kimgarst @pharoahyt @10MillionMiler @TonyJCronin htt…","0.00","0.00","NEGATIVE"
"Trish Schoenborn","TrishSchoenborn","RT @mikeskee_Crane: Need more partipants to join band. If there are any crane teachers that can spread the word, I would appreciate it. 5th…","0.50","0.50","POSITIVE"
"Mrs. Jonesy","jonesy_mrs","RT @FreedomHS_PTSA: Seeking donations of tissue boxes for our awesome teachers!Drop in office of the school- make sure to label them PTSA!…","0.75","0.94","POSITIVE"
"Phyllis","phyllislee2b72","@realDonaldTrump U have great women📍in charge of school programs, hope new program📍on what teachers are NOT 2 teach… https://t.co/FijYcBBqFE","0.47","0.60","POSITIVE"
"Deborah Howard","dh3592","RT @bkuprincipal: Thank you parents, teachers, staff and students for making this a fab first week of school.","0.25","0.33","POSITIVE"
"tell the truth","ibthee1stld","@dienteroto @telesurenglish If Black teachers brought their kids to summer school with them . A common practice in the district.","-0.23","0.47","NEGATIVE"
"l e o","AuthenticLeo","RT @spinningjenny__: smh maybe if our district had spent more on our teachers &amp; education you would know how to spell ""wasting"" https://t.c…","0.20","0.30","POSITIVE"
"Ron Chevalier","ChevalierRon","RT @SteeleThoughts: All teachers have bad days.  The best teachers refuse to let their ‘bad day’ compromise the positive energy in the clas…","-0.04","0.54","NEGATIVE"
"Elena White","skywtarehal1970","porn fake girl teachers fucking men in bathrooms https://t.co/OpYimFuYNt","-0.55","0.90","NEGATIVE"
"Ayize Sabater","AyizeS","Why? Thx @ZakiyaChinyere &amp; whatcha think #UrbanEd? @darylhowardphd @PrincipalKafele @imani915 @3Kids4e @snbrigham https://t.co/jUgD54fpCB","0.00","0.00","NEGATIVE"
"Chrystalle Doyle","clcdoyle","RT @Lynch39083: Why ""anti-tech"" teachers irk me https://t.co/cDN0S2gsnM","0.00","0.00","NEGATIVE"
"Professor Finesser","JayFucknHarris","Got in trouble at school again the day after she told me to stop having teachers call her and she broke an aluminum… https://t.co/hhBOYufqzO","-0.20","0.20","NEGATIVE"
"MMS Panthers","MMS_Panthers","MMS teachers can't wait to welcome our Panthers back for the new school year! #PantherPride #InvestInTheFuture-Teach https://t.co/eHYklZDx2r","0.32","0.45","POSITIVE"
"Cheney HS Alumni","chscardsalumni","RT @CheneyStuCo: Waking up early to welcome the best teachers we know back to school! #CHSstuco #welcomeback #schoolishere https://t.co/8Fg…","0.47","0.38","POSITIVE"
"margaret","Margrz","Teachers stunned by Project #Baltimore discovery: “I don’t think it’s possible.” https://t.co/WJUadbut3u  #education  #teachers","0.00","1.00","NEGATIVE"
"Eduhelp.my","EduhelpMy","RT @staronline: Wanita MCA offers discounted diploma packages for preschool teachers
https://t.co/6cDw2vwxm9 https://t.co/30YSSJ10vE","0.10","0.00","POSITIVE"
"Poobalan (பூபாலன்)","mpoobalan","RT @staronline: Wanita MCA offers discounted diploma packages for preschool teachers
https://t.co/40ULFH61zR https://t.co/KmjyrK9F7z","0.10","0.00","POSITIVE"
"EviHickman","evihickman1","RT @LottieSpurlock: Fantastic time w/new teachers during our ""Here's the Scoop at The Ridge"" session. Thanks to lead mentor,SLT, &amp;new Ts fr…","0.30","0.55","POSITIVE"
"janetovayozza","janetovayozza","Teachers reveal students  bad reply which sound more funny - https://t.co/jJ00LE4gIf https://t.co/cQ4xObpueU","0.11","0.64","POSITIVE"
"Jon Renaut","ebooksyearn","@peterkrupa @tcobertizo @GPBvE It's actually the younger one who has had almost nothing but native Spanish speakers… https://t.co/2sfitmHFqw","0.00","0.03","NEGATIVE"
"Trish Schoenborn","TrishSchoenborn","RT @justintarte: IT directors: If you block/ban websites for teachers, please stop. We trust teachers w/ the lives of kids, I'm sure they c…","0.50","0.89","POSITIVE"
"JD Beachley","Queen_Mama_B","RT @PotomacEdison: Teachers: With the new school year fast approaching, consider applying for our #STEM classroom grants. Learn more ⇒ http…","0.21","0.39","POSITIVE"
"Kaija Leona","KaijaF","RT @NancyRyan8: The big lesson from the world's best school system? Trust your teachers | John Hart https://t.co/tU93RKFfPS","0.50","0.20","POSITIVE"
"Elaan Marie","elaan","RT @cultofpedagogy: Why It’s So Hard for Teachers to Take Care of Themselves (and 4 Ways to Start)
https://t.co/nxwjuxZ2UO
#youmatter #time…","-0.29","0.54","NEGATIVE"
"4-Sight Global","4sightglobal","Week of Outfits: Gay Cioffi 
 https://t.co/dOxYGmFrDN https://t.co/FqtFzS4PCe","0.42","0.58","POSITIVE"
"Mariah.","MixMalikMarvel","RT @HogwartsLogic: The Hogwarts teachers must have felt so stupid when their traps designed to keep Voldemort from the stone were beaten by…","-0.80","1.00","NEGATIVE"
"nia from da burbs","empneezy","basically in alabama if a student is legal teachers can now have sex w them https://t.co/1OlV0TYwGg","0.20","0.20","POSITIVE"
"EviHickman","evihickman1","RT @CedarLaneES: The @CedarLaneES TEAM is so excited to kick off what we know will be a great year ahead! This morning we welcomed our new…","0.69","0.75","POSITIVE"
"Gina Kozak","ginagkozak1","RT @SteeleThoughts: All teachers have bad days.  The best teachers refuse to let their ‘bad day’ compromise the positive energy in the clas…","-0.04","0.54","NEGATIVE"
"Dr. Al Benskin,","NivlaNiksNeb","RT @justintarte: IT directors: If you block/ban websites for teachers, please stop. We trust teachers w/ the lives of kids, I'm sure they c…","0.50","0.89","POSITIVE"
"karrimkarimah","tunniia","Teachers reveal students  bad reply which sound more funny - https://t.co/niBZ4Do8KN https://t.co/QTz0RpMPsD","0.11","0.64","POSITIVE"
"Sarah Hurd","GeoGirl211","RT @steele_jen: Final planning for Monday's Amazing Race Denver for Jeffco's Social Studies teachers! https://t.co/aJXSIEfAg2","0.21","0.66","POSITIVE"
"Rachael Hanagan","rahanagan","RT @RJHSHISTORY: Surprise! @RidgeviewPLSD teachers &amp; staff are out visiting some of our students today to welcome them back! #PLSDProud htt…","0.40","0.45","POSITIVE"
"Nomad","Audio__Medic","@RealJamesWoods All these female teachers raping their underage male students. Even when convicted, they're still n… https://t.co/GO4AJqZQwL","0.00","0.13","NEGATIVE"
"Soulfully Connecting","Soulecting","The Power of Animals: Teaching the Teachers to Heal by Teri Dluznieski #soulecting #spiritual @horsewisevt https://t.co/JmQJf6Q5Cn","0.00","0.00","NEGATIVE"
"Northeastern MS","NMS_Knights","RT @MsMckinley_nms8: Also constant feedback, conferences, and circulating! Projects aren't a time for teachers to sit back and only watch!…","0.00","0.44","NEGATIVE"
"Big Bad Bear","CoxHerb","RT @pastors4txkids: ""Teachers work hard. They are our friends, neighbors, family, and faith members."" https://t.co/Q6qUEo0I5W Rev.@mwilson8…","-0.29","0.54","NEGATIVE"
"SAM","learnwsam","RT @SchoolDistrict7: It's been an awesome week in District 7 - welcoming new teachers and gearing up for Aug. 17. Bring on the new year! ht…","0.44","0.64","POSITIVE"
"Allison Gillentine","gillentinea","RT @HaysContCoord: @HaysContCoord is at 300 followers! Please encourage campus teachers to share their professional accounts with us as wel…","0.10","0.10","POSITIVE"
"Josh Friedmann","JoshFriedmann","RT @JakeMillerTech: Great advice for teachers before the #firstdayofschool from @markbarnes19  https://t.co/11RlSw0vmD","0.80","0.75","POSITIVE"
"Peter Noonan","Stipling","Teachers Spend Up to $5,000 Out of Pocket on Classroom Supplies - https://t.co/KCPI15KmJw - An American report but just as true in Australia","0.17","0.33","POSITIVE"
"Mr. Thurlow","bedwell_tech","Amazing day with amazing teachers learning history behind famous NYC landmarks @BedwellSchool @rockcenternyc… https://t.co/87CPGg2lD5","0.33","0.88","POSITIVE"
"KS Grad Initiative","BJohnsonGrad","RT @SteeleThoughts: All teachers have bad days.  The best teachers refuse to let their ‘bad day’ compromise the positive energy in the clas…","-0.04","0.54","NEGATIVE"
"SAM","learnwsam","RT @SpartDistrict6: Welcome back teachers! https://t.co/zfeWAzUv6X","0.40","0.45","POSITIVE"
"KY3 News","kytv","Teachers use Crowdfunding for classroom supplies:  https://t.co/5txJBVkhIU","0.00","0.00","NEGATIVE"
"harriet✨","harrietako","RT @enya_cox: I used to spend hours drawing these myself when I played 'teachers' at home😩😂😂😂😂 https://t.co/dRAxwgDYXb","0.00","0.00","NEGATIVE"
"Ms. Anna Barnes","ms_barnesa","RT @educationweek: 3 ways dads can step up and engage in their child's education in the new school year, from @joe_mazza: https://t.co/EOji…","0.14","0.45","POSITIVE"
"Imran.","roomeezon","RT @Mrs_MShields: #learning by #discovery can lead to #innovation @spencerideas @iamkesler #keslerscience #teachers https://t.co/V6oV9fC5lu","0.00","0.00","NEGATIVE"
"Alex P","alexpadayao","What is this boofery with all the Santi teachers with twitters using #shsallin ? They ain't gonna like it when i @ them and start beef lol","0.80","0.70","POSITIVE"
"Natalie Griffin","GriffinNgriffin","RT @JanaleeMartin: Teachers, check it out... https://t.co/kQ00stKSpf","0.00","0.00","NEGATIVE"
"FBISDMultilingual","FBISD_MSD","RT @JJohnson0915: We have such GREAT Elementary ESL teachers!  @FBISD_MSD #buildingbackground #SIOP https://t.co/FEqCiMWjrQ","0.39","0.72","POSITIVE"
"karli","shookmaynard","@hazonlyangel ill throw all the teachers off a cliff i stg","-0.50","1.00","NEGATIVE"
"Corenna Cornwell","corennacornwell","@stgpeppers @FoxNews @acoyne Colleges have been using a liberal agenda 4 so long that it has come full circle &amp; is… https://t.co/xVRu0lQBBA","0.15","0.48","POSITIVE"
"Mauldin_High","Mauldin_High","RT @GoogleForEdu: The first day #BacktoSchool is all about students. The #FirstDayofClassroom is all about teachers. Learn more: https://t.…","0.38","0.42","POSITIVE"
"Cognero","CogneroLearning","RT @EdTech_HigherEd: Infographic: Research shows #onlinestudents seeking more #mobile support, career services https://t.co/ds8OOyUWL8 http…","0.50","0.50","POSITIVE"
"AprilBray","april_bray","RT @DavidGeurin: Great teachers have great habits! @edutopia #edchat #edtech https://t.co/VtWiyD4hC8","0.90","0.75","POSITIVE"
"God Hands","MemphisPro","Some of these battlers on URL act like the teachers pet, or a lapdog.. ole brown nosing asses. Trying to fit in to be accepted asses. #Vent","0.40","0.40","POSITIVE"
"alicia | i met shawn","98MENDESEXY","RT @bestpicofshawn: Shawn said that it was difficult to be a good musician and student at the same time but his teachers were very understa…","0.10","0.51","POSITIVE"
"Denise Ivey","Diveysclass","RT @Wes_Kieschnick: Model? Yes. Spoon-feed? No. Masterful teachers promote grit &amp; problem solving at every turn. #BoldSchool #KidsDeserveIt…","-0.50","1.00","NEGATIVE"
"hikbabe","hikma20108","Teachers reveal students  bad reply which sound more funny - https://t.co/e5JXQuyGX4 https://t.co/22d4h8xKlQ","0.11","0.64","POSITIVE"
"Bonnie Price","isvimistdi1978","porn blow job video free porn teachers having sex with women https://t.co/Kw6nkBGpDo","0.40","0.80","POSITIVE"
"Catherine Price","Catheri10858501","young lesbian pussy sex her teachers naked https://t.co/imkkDvYirG","0.05","0.40","POSITIVE"
"Nereyda Briones","NereydaBriones","@KENNEDYesHISD family grew us as teachers, people and professionals. #TeamHISD #hisdmultiprgms #growth #hisd https://t.co/K9lgk8xbAg","0.00","0.00","NEGATIVE"
"oletty","olaitanf17","Teachers reveal students  bad reply which sound more funny - https://t.co/BJ1n1nNaZL https://t.co/t0VitFFZsC","0.11","0.64","POSITIVE"
"MMS Panthers","MMS_Panthers","Love how excited are teachers are to have our students back on campus! #PantherPride #TeachersChangeLives https://t.co/CDBS1Vj2er","0.29","0.45","POSITIVE"
"Jeffff","muminahmed06","RT @JimmyErricson: Them teachers that would make you sit next to the clapped thing in class https://t.co/uqG5GpH3Ai","0.00","0.00","NEGATIVE"
"Maggie Duke","MaggieDuke15","RT @StateFarm: This teacher made it his mission to build a gigantic aquarium for his students. https://t.co/y23mS3SDi7","0.00","0.00","NEGATIVE"
"Vejar Elementary","vejarschool","Vejar teachers excited for a new school year!! https://t.co/kflHRrMm8Y","0.29","0.60","POSITIVE"
"CHS IC","CHSICs","RT @SolutionTree: Staff Qs to assess #schoolculture! Analyze your teachers' responses to develop #growthmindset: https://t.co/4JtjCyTufS @S…","0.00","0.00","NEGATIVE"
"Amanda Carter","amandagcarter","This makes me so angry 😡 those teachers if u can call them that should b fired and arrested! #autismawareness https://t.co/VOLECtBhvx","-0.63","1.00","NEGATIVE"
"Kim Atchley","KimAtchley","RT @SchoolDistrict7: It's been an awesome week in District 7 - welcoming new teachers and gearing up for Aug. 17. Bring on the new year! ht…","0.44","0.64","POSITIVE"
"Reflections Dance","DanceReflection","NEW! Hot off the press! Open Fall Registration with New Teachers color coded schedule 2017-18! 
Newly registered... https://t.co/fZFYoGEtYx","0.16","0.54","POSITIVE"
"Chelsea Minnich","MinnichChelsea","Teachers, admin, all ACS staff are welcome to attend tomorrow's event! You will definitely see some of our students ❤️💙","0.50","0.70","POSITIVE"
"Susan","suzint16","teachers are fucking psychos. https://t.co/cYEijnrIQf","-0.60","0.80","NEGATIVE"
"Summer Hope","summerhopee","One of the best teachers/ coaches ❤️ https://t.co/Tntr2MiRzD","1.00","0.30","POSITIVE"
"michael hairston","mairston","@CabellMidland Great teachers hit the ground running!!!","1.00","0.75","POSITIVE"
"18lab Design","the18lab","RT @rShowerThoughts: Despite what teachers told us, Wikipedia did end up being the most valuable resource for research. #Showerthoughts htt…","0.50","0.50","POSITIVE"
"Ms. Vannatter, NBCT","MsCVannatter","RT @jamesmcmillin2: The academy lead teachers, counselors and principals working together at FDHS. #defendingstation https://t.co/Iuqa5fr3j1","0.00","0.00","NEGATIVE"
"Bob Beccue","BobBeccue","@FoxNews Tipycal liberal college teachers. Brainwashing our kids &amp; spreading violence","0.00","0.00","NEGATIVE"
"Lisa Krohn","KrohnEdu","Students and Teachers co designing a learners experience at JC https://t.co/VnOFCwElx3","0.00","0.00","NEGATIVE"
"Dr. Jackie Minor","JackieAtKagan","There are so many positive committed teachers in our schools! Thankful for Westminster, CO and @AlvaradoISD. They will be closing the gap!","0.43","0.52","POSITIVE"
"Angela Rhine","ARhineJML","Thanks Kristi and HRTD. Still remember my walk down the red carpet more than 10 years ago. Such a memorable experie… https://t.co/EchCbh0UOW","0.17","0.41","POSITIVE"
"Lisa Lewis","LisaLisalew","RT @KristenWitt13: This is how we welcome our teachers to #FSUSD @CoreyKrisc https://t.co/44zy88N54N","0.80","0.90","POSITIVE"
"Elizabeth Roberts","Elizabe19868921","www most beautiful eranian girl teachers and 18 college girls nude photos https://t.co/vTrdhup9E6","0.68","0.75","POSITIVE"
"Beasley Elementary","BeasleyElemPrin","RT @TinaMPlummer: Thank you to our Mehlville teachers for sharing their CCI expertise #MSDR9Learns https://t.co/VRmBfH8uIC","0.00","0.00","NEGATIVE"
"Cynthia Machado","MsMachadoK","RT @Tsmitheduc8: Welcoming new teachers! Supt @ewilliams65 leads them in with his own Willy Wonka impersonation! Well done! #lcps18 https:/…","0.55","0.73","POSITIVE"
"Christina Copeland","CCopeland01","RT @SSK8Tampa: Thank you Superintendent Eakins and Dr. Vazquez for the great visit today. Our scholars and teachers  really enjoyed it! htt…","0.71","0.72","POSITIVE"
"Casey Campbell","caseyw_campbell","This is an example of why our 4th grade teachers are superstars! https://t.co/jL79B9xX2i","0.00","0.00","NEGATIVE"
"Allyn Eve Espina","ItsMeAllynEve29","SHS Teachers 😂","0.00","0.00","NEGATIVE"
"Hafeez Noorani","FEEZYDoesIT","Oh Alabama what's next immediate family? https://t.co/UZg8PbUtUU","0.00","0.00","NEGATIVE"
"Danielle Dixon","DaniellDixon95","RT @compellingtalks: We need many more #ESL &amp; #citizenship classes. We also need better training for #teachers #tutors &amp; #adulted Speaking…","0.50","0.50","POSITIVE"
"Chris Fisher","fisherlvmath","RT @thebotty: Maize High teachers being awesome! #maizehighpride https://t.co/WFtwV5wW5c https://t.co/IP0MlXQg7X","0.58","0.77","POSITIVE"
"Jihad El-Amin Mr. E","mrjelaminclass","RT @tlhursey: Gary &amp; Anne assist Kindergarten teachers in being iReady with math. #bellemorris https://t.co/Cq77OtkWMa","0.00","0.00","NEGATIVE"
"Green Bronx Machine","greenBXmachine","RT @TeacherPrize: We celebrate the work of #teachers every day, and now you can apply for the 2018 #TeacherPrize https://t.co/sWXVDqu9dV ht…","0.00","0.00","NEGATIVE"
"Treasures 4 Teachers","reuseit","Support educators when you #shop #eBayforcharity &amp; select us as a favorite #charity! https://t.co/zF7uJLh5yd #Tempe #Tucson #mesaaz #Arizona","0.50","1.00","POSITIVE"
"Dr. Angie's Place","DrAngieGonzales","RT @DavisAutism: What teachers (and everyone else) need to know about autism and neurodiversity.
#celebrateneurodiversity... https://t.co/2…","0.00","0.00","NEGATIVE"
"Travis Helm","RosedaleMiddle","RT @TeachersNet: Teach Empathy - article by Dede Rittman https://t.co/DgzJGGEiCw via @TeachersNet https://t.co/Br3rqbsUxR","0.00","0.00","NEGATIVE"
"love2laugh5160","love2laugh5160","@TB_Times And these are teachers ... mmm can't follow directions.","0.00","0.00","NEGATIVE"
"Lois Letchford","LetchfordLois","RT @fastcranny: If we want our students to become critical thinkers and questioners, then as leaders we must encourage the same traits in t…","0.00","0.46","NEGATIVE"
"cajonvalleyusd","CajonValleyUSD","RT @MrsArreolaa: Teachers learning. Teachers hanging. #cvConference https://t.co/gJLyzgPAVa","0.00","0.00","NEGATIVE"
"Karen Permetti","kpermetti","RT @MISDLedbetter: @MidlothianISD welcomed 120 new teachers today! 11 are MISD graduates! #MISDProud https://t.co/JVZV8D0wR0","0.21","0.45","POSITIVE"
"Stephen Wyatt","stphnwyatt2","Education technology: Together, technology and teachers can revamp schools https://t.co/QWcnmlrKOo via @TheEconomist","0.00","0.00","NEGATIVE"
"Lourdes Siañez","LourdesSianez","Mesita/ECDC is ready to welcome our teachers for the 2017-2018 school year! Goooooo Mustangs! #mesitakick-off… https://t.co/F3dkKnQW60","0.60","0.70","POSITIVE"
"Lisa Lewis","LisaLisalew","RT @KristenWitt13: Welcome to #FSUSD new teachers!! @CoreyKrisc @FairfieldSuisun https://t.co/aQ79oJA9dZ","0.51","0.68","POSITIVE"
"SPN Trash Again","cloudyjenn","That is so disgusting.  Teachers have obvious power over students.  I don’t care if the student is over 18.  Fuck this shit.","-0.40","0.73","NEGATIVE"
